MARCA;CODIGO;DESCRIPCION;CANTIDAD;MINIMO;UBICACIÓN;SERIAL;PRECIO_COSTO;PRECIO_DIST;PRECIO_INT;PRECIO_GENERAL;IMAGEN;;;;;;;;;;;;
ABB;1SDA103582R1;ABB - Interruptor caja moldeada 1000A 4P Serie XT7S UL;;;;;1819.72;2729.58;3184.51;3639.40;;;;;;;;;;;;;
ABB;1SDA103140R1;ABB - Interruptor caja moldeada 1000A 4P Serie XT7S UL;;;;;1731.99;2597.98;3030.98;3463.98;;;;;;;;;;;;;
ABB;1SDA073854R1;ABB - Pulsadores de protección PBC AP/CH XT7M;;;;;5.68;8.52;9.94;11.36;;;;;;;;;;;;;
ABB;1SDA075152R1;ABB - Interruptor caja moldeada 120...240A 3P Serie XT3S UL;;;;;147.74;221.61;258.54;295.48;;;;;;;;;;;;;
ABB;1SDA080117R1;ABB - Interruptor caja moldeada 250A 2P Serie XT4N UL;;;;;186.55;279.82;326.46;373.10;;;;;;;;;;;;;
ABB;1SDA065860R1;ABB - Interruptor caja moldeada 1600A 3P Serie T8V UL;;;;;4789.74;7184.61;8382.04;9579.48;;;;;;;;;;;;;
ABB;1SBN010110R1010;ABB - Contacto auxiliar frontal Serie CA4-10;;;;;0.00;;;0.00;;;;;;;;;;;;;
ABB;1SBL157001R1310;ABB - Contactor 12A Bobina 110V con 1NO aux Serie AF12-30;;;;;19.91;29.86;34.84;39.82;;;;;;;;;;;;;
ABB;1SDA075855R1;ABB - Kit de terminales frontales Serie XT3;;;;;66.79;100.18;116.88;133.58;;;;;;;;;;;;;
ABB;1SDA101367R1;ABB - Interruptor caja moldeada LS/I de 1000A 3P Serie XT7S;;;;;1420.78;2131.17;2486.36;2841.56;;;;;;;;;;;;;
ABB;1SDA102266R1;ABB - Interruptor caja moldeada 40A 3P UL Serie XT4S;;;;;323.67;485.50;566.42;647.34;;;;;;;;;;;;;
ABB;1SDA104717R1;ABB - Parte fija extraible para interruptor XT7 3P;;;;;291.69;437.53;510.45;583.38;;;;;;;;;;;;;
ABB;1SDA102899R1;ABB - Interruptor caja moldeada 800A 3P Serie XT7S;;;;;1097.69;1646.53;1920.95;2195.38;;;;;;;;;;;;;
ABB;1SDA073989R1;ABB - Kit de terminales traseros horizontales/verticales Serie XT7-XT7M;;;;;72.35;108.52;126.61;144.70;;;;;;;;;;;;;
ABB;1SDA104824R1;ABB - Contacto auxiliar S33 M/2 1CO 24VDC Serie XT7M;;;;;144.78;217.17;253.36;289.56;;;;;;;;;;;;;
ABB;1SDA103349R1;ABB - Interruptor caja moldeada 800A 3P Serie XT7S M;;;;;1164.88;1747.32;2038.54;2329.76;;;;;;;;;;;;;
ABB;1SDA104703R1;ABB - Parte fija extraible para interruptor UL XT7 3P;;;;;722.20;1083.30;1263.85;1444.40;;;;;;;;;;;;;
ABB;1SDA101368R1;ABB - Interruptor caja moldeada LS 1250A 3P Serie XT7S M;;;;;1590.38;2385.57;2783.16;3180.76;;;;;;;;;;;;;
ABB;1SDA074166R1;ABB - Modulo actuador E1.2..E6.2-XT7-XT7M;;;;;59.36;89.04;103.88;118.72;;;;;;;;;;;;;
ABB;1SDA073722R1;ABB - Mando Motor 24-30V AC-DC E2.2...E6.2;;;;;405.33;607.99;709.32;810.66;;;;;;;;;;;;;
ABB;1SDA074172R1;ABB - Modulo de fuente de alimentacion 110-240V E1.2..E6.2-XT;;;;;230.13;345.19;402.72;460.26;;;;;;;;;;;;;
ABB;1SDA074151R1;ABB - Modulo de comunicacion MODBUS TCP E1.2...E6.2;;;;;593.21;889.81;1038.11;1186.42;;;;;;;;;;;;;
ABB;1SDA073909R1;ABB - Parte fija extraible para interruptor 3P EMAX2 E2.2;;;;;480.62;720.93;841.08;961.24;;;;;;;;;;;;;
ABB;1SDA073911R1;ABB - Parte fija extraible para interruptor 3P EMAX2 E2.2 2500;;;;;503.67;755.50;881.42;1007.34;;;;;;;;;;;;;
ABB;1SDA105025R1;ABB - Tapa termminal altos 3P XT5;;;;;13.17;19.75;23.04;26.34;;;;;;;;;;;;;
ABB;1SDA071191R1;ABB - Interruptor caja moldeada 4000A 3P Serie E4.2N;;;;;5617.74;8426.61;9831.04;11235.48;;;;;;;;;;;;;
ABB;1SAM250000R1001;ABB - Guardamotor de 0.10...0.16A Serie MS116-0.16;;;;;20.31;30.46;35.54;40.62;;;;;;;;;;;;;
ABB;1SAM250000R1005;ABB - Guardamotor de 0.63...1.0A Serie MS116-1.0;;;;;0.00;;;0.00;;;;;;;;;;;;;
ABB;1SDA068778R1;ABB - Interruptor caja moldeada 150-1500A 2P Serie A2N;;;;;0.00;;;0.00;;;;;;;;;;;;;
ABB;1SFN074811R1000;ABB - Toma de conexion para AF190-30 … AF205-30;;;;;0.00;;;0.00;;;;;;;;;;;;;
ABB;1SDA066670R1;ABB - Cubre bornes altos 3P para interruptores Serie XT4 (2pcs);;;;;17.08;25.62;29.89;34.16;;;;;;;;;;;;;
ABB;1SDA113127R1;ABB - Kit de terminales delanteros extendidos Serie XT6;;;;;172.31;258.46;301.54;344.62;;;;;;;;;;;;;
ABB;1SDA105012R1;ABB - Kit de divisiones 3P serie XT6;;;;;4.70;7.05;8.22;9.40;;;;;;;;;;;;;
ABB;1SDA066994R1;ABB - Contacto auxiliar cableado 1C 250V Serie XT1...XT4;;;;;17.21;25.81;30.11;34.42;;;;;;;;;;;;;
ABB;1SDA072569R1;ABB - Interruptor caja moldeada 4000A 3P Serie E4.2H;;;;;9517.31;14275.96;16655.29;19034.62;;;;;;;;;;;;;
ABB;1SDA072370R1;ABB - Interruptor caja moldeada 1600A 3P Serie E2.2H LSIG;;;;;4349.04;6523.56;7610.82;8698.08;;;;;;;;;;;;;
ABB;1SDA072440R1;ABB - Interruptor caja moldeada 2500A 3P Serie E2.2H LSIG;;;;;5672.69;8509.03;9927.20;11345.38;;;;;;;;;;;;;
ABB;1SDA067087R1;ABB - Interruptor caja moldeada 32A 3P Serie XT2N;;;;;0.00;;;0.00;;;;;;;;;;;;;
ABB;1SDA100347R1;ABB - Interruptor caja moldeada 630A 3P Serie XT5N;;;;;509.72;764.58;892.01;1019.44;;;;;;;;;;;;;
ABB;1SDA104742R1;ABB - Kit de terminales 1x120..240mm2 Serie XT5;;;;;31.09;46.63;54.40;62.18;;;;;;;;;;;;;
ABB;1SDA072369R1;ABB - Interruptor caja moldeada 1600A LSIG 3P Serie E2.2H;;;;;3828.40;5742.60;6699.70;7656.80;;;;;;;;;;;;;
ABB;1SDA066949R1;ABB - Kit de terminales traseros ajustables Serie XT4;;;;;17.21;25.81;30.11;34.42;;;;;;;;;;;;;
ABB;1SDA067191R1;ABB - Kit de terminales 1x1..150mm2 Serie XT4 (3pcs);;;;;14.56;21.84;25.48;29.12;;;;;;;;;;;;;
ABB;2CDS253001R0824;ABB - Interruptor min din 100A 3P serie S203-C;;;;;0.00;;;0.00;;;;;;;;;;;;;
ABB;1SDA100490R1;ABB - Interruptor caja moldeada 400A 3P Serie XT5H;;;;;407.54;611.31;713.19;815.08;;;;;;;;;;;;;
ABB;1SAM250000R1013;ABB - Guardamotor de 16..20A serie MS116-20;;;;;33.20;49.80;58.10;66.40;;;;;;;;;;;;;
ABB;1SDA068376R1;ABB - Interruptor caja moldeada 200A 3P Serie XT4L;;;;;357.53;536.29;625.67;715.06;;;;;;;;;;;;;
ABB;1SDA100488R1;ABB - Interruptor caja moldeada 250A 3P Serie XT5H;;;;;407.54;611.31;713.19;815.08;;;;;;;;;;;;;
ABB;1SBL237001R1311;ABB - Contactor 26A 440V Bobina 100-250V 1NO/NC Serie AF26-30;;;;;37.57;56.35;65.74;75.14;;;;;;;;;;;;;
ABB;1SDA055021R1;ABB - Kit de terminales 1x240mm2 Serie T5;;;;;47.89;71.83;83.80;95.78;;;;;;;;;;;;;
ABB;1SDA067454R1;ABB - Interruptor caja moldeada 160A 3P Serie XT1H;;;;;185.41;278.11;324.46;370.82;;;;;;;;;;;;;
ABB;1SDA067195R1;ABB - Kit de terminales 1x120..240mm2 Serie XT4;;;;;38.35;57.52;67.11;76.70;;;;;;;;;;;;;
ABB;1SDA100491R1;ABB - Interruptor caja moldeada 630A 3P Serie XT5H;;;;;643.19;964.79;1125.58;1286.38;;;;;;;;;;;;;
ABB;1SDA067452R1;ABB - Interruptor caja moldeada 100A 3P Serie XT1H;;;;;109.86;164.79;192.25;245.72;;;;;;;;;;;;;
ABB;1SDA100486R1;ABB - Interruptor caja moldeada 500A 3P Serie XT5H;;;;;634.10;951.15;1109.67;1268.20;;;;;;;;;;;;;
ABB;1SDA067449R1;ABB - Interruptor caja moldeada 50A 3P Serie XT1H;;;;;103.99;155.98;181.98;207.98;;;;;;;;;;;;;
ABB;1SDA080839R1;ABB - Interruptor caja moldeada 40A 3P Serie XT1H;;;;;103.99;155.98;181.98;207.98;;;;;;;;;;;;;
ABB;1SDA080836R1;ABB - Interruptor caja moldeada 20A 3P Serie XT1H;;;;;102.19;153.28;178.83;204.38;;;;;;;;;;;;;
ABB;1SDA080838R1;ABB - Interruptor caja moldeada 32A 3P Serie XT1H;;;;;103.99;155.98;181.98;207.98;;;;;;;;;;;;;
ABB;1SDA100957R1;ABB - Interruptor caja moldeada 1600A 3P Serie XT7L;;;;;2389.56;3579.84;4181.73;4779.12;;;;;;;;;;;;;
ABB;1SDA100955R1;ABB - Interruptor caja moldeada 1000A 3P Serie XT7L;;;;;2026.82;3040.23;3546.93;4053.64;;;;;;;;;;;;;
ABB;1SDA071143R1;ABB - Interruptor caja moldeada 3200A 3P Serie E4.2N LSIG;;;;;4810.52;7215.78;8418.41;9621.04;;;;;;;;;;;;;
ABB;1SCA112709R1001;ABB - OTM 2000A 240V 3P motorizado;;;;;4018.00;;;8036.00;;;;;;;;;;;;;
