MARCA;CODIGO;DESCRIPCION;CANTIDAD;MINIMO;UBICACIÓN;SERIAL;PRECIO_COSTO;PRECIO_DIST;PRECIO_INT;PRECIO_GENERAL;IMAGEN;;;;;;;;;;;;
ABB;1SBL387001R1311;ABB - Contactor 65A Bobina 110V 1NO-1NC Serie AF65-30;;;;;103.73;155.60;181.53;207.46;;;;;;;;;;;;;
ABB;1SBL157001R1401;ABB - Contactor 12A Bobina 220V 1NC Serie AF12-30;;;;;23.06;34.59;40.35;46.12;;;;;;;;;;;;;
ABB;1SBL176001R3010;ABB - Contactor 18A Bobina 24VDC 1NO Serie AF16Z;;;;;41.68;62.52;72.94;83.36;;;;;;;;;;;;;
ABB;1SBN010140R1322;ABB - Contacto auxiliar frontal 2CO Serie CA422E;;;;;7.44;11.16;13.02;14.88;;;;;;;;;;;;;
ABB;1SCA113683R1001;ABB - OTM 2000A 110V 3P motorizado;;;;;3875.34;5813.01;6781.85;7750.68;;;;;;;;;;;;;
ABB;1SDA054896R1;ABB - Mando a motor MOE de 110...125VAC/DC Serie T4-T5;;;;;344.66;516.99;603.16;689.32;;;;;;;;;;;;;
ABB;1SDA069656R1;ABB - Padlock de bloqueo para Serie T7M;;;;;10.11;15.17;17.69;20.22;;;;;;;;;;;;;
ABB;1SDA063120R1;ABB - Kit de terminales horizontales Serie T7M-T7-X1;;;;;114.25;171.37;399.87;228.50;;;;;;;;;;;;;
ABB;1SDA063091R1;ABB - Tapa cubre bornes para Serie T7-T7M-X1;;;;;32.14;48.21;56.25;64.28;;;;;;;;;;;;;
ABB;1SDA063093R1;ABB - Tapa cubre bornes bajo para Serie T7M-T7-X1;;;;;28.93;43.40;50.63;57.86;;;;;;;;;;;;;
ABB;2CSF204005R3630;ABB - Interruptor min din 63A 3P+N dif 300mA serie F204 AC;;;;;97.41;146.12;170.47;194.82;;;;;;;;;;;;;
ABB;1SDA054872R1;ABB - Bobina de apertura 110..127VAC/DC Serie T4..T6;;;;;43.32;64.98;75.81;86.64;;;;;;;;;;;;;
ABB;1SDA113066R1;ABB - Kit de terminales 2x...500kcmil Serie XT5;;;;;50.66;75.99;88.66;101.32;;;;;;;;;;;;;
ABB;1SDA104926R1;ABB - Bobina de apertura 110..240VAC/DC Serie XT5-XT6;;;;;26.50;39.75;46.38;53.00;;;;;;;;;;;;;
ABB;1SDA054946R1;ABB - Chasis para interlock Serie T4-T5;;;;;117.00;204.75;175.50;234.00;;;;;;;;;;;;;
ABB;1SDA038311R1;ABB - Bobina de bajo voltaje 120..127VAC/DC Serie E1.6-T8;;;;;240.22;360.33;420.39;480.44;;;;;;;;;;;;;
ABB;1SDA038306R1;ABB - Bobina de bajo voltaje 24VDC Serie E.1-T8;;;;;240.22;360.33;420.39;480.44;;;;;;;;;;;;;
ABB;1SDA038301R1;ABB - Bobina de cierre 120..127VAC/DC Serie E1.6-T8;;;;;151.70;227.55;265.48;301.40;;;;;;;;;;;;;
ABB;1SDA038291R1;ABB - Bobina de apertura 120..127VAC/DC Serie E1.6-T8 - SOR;;;;;151.70;227.55;265.48;301.40;;;;;;;;;;;;;
ABB;1SDA054887R1;ABB - Bobina de bajo voltaje 24..30VAC/DC Serie T4..T6 - UVR;;;;;45.14;67.71;78.99;90.28;;;;;;;;;;;;;
ABB;1SDA054862R1;ABB - Bobina de apertura 12VDC Serie T4..T6;;;;;31.46;47.19;55.05;62.92;;;;;;;;;;;;;
ABB;1SDA062091R1;ABB - Bobina de bajo voltaje 110..120VAC/DC Serie T7-T7M;;;;;82.44;123.66;144.27;164.88;;;;;;;;;;;;;
ABB;1SDA073686R1;ABB - Bobina de apertura 120..127VAC/DC Serie E1.2..E6.2;;;;;99.08;148.62;173.39;198.16;;;;;;;;;;;;;
ABB;1SDA054884R1;ABB - Bobina de bajo voltaje 220..240V AC-220..250V DC Serie T4..T6;;;;;37.21;55.81;65.11;74.42;;;;;;;;;;;;;
ABB;1SDA054866R1;ABB - Bobina de apertura 220..240VAC/DC Serie T4..T6;;;;;31.46;47.19;55.05;62.92;;;;;;;;;;;;;
ABB;1SDA065979R1;ABB - Rele sin toroidal 115-230VAC RCQ020/A;;;;;300.24;450.36;525.42;600.48;;;;;;;;;;;;;
ABB;1SDA054317R1;ABB - Interruptor caja moldeada 400A 3P Serie T5N;;;;;367.07;550.61;642.37;734.14;;;;;;;;;;;;;
ABB;1SBL397001R1300;ABB - Contactor 80A 440V 3NO Serie AF80;;;;;126.41;189.62;221.22;252.82;;;;;;;;;;;;;
ABB;1SDA068141R1;ABB - Interruptor caja moldeada 250A 3P Serie XT4N;;;;;352.92;529.38;617.61;705.84;;;;;;;;;;;;;
ABB;2CSF204005R3800;ABB - Interruptor min din 80A 3P+N dif 300mA Serie F204;;;;;184.60;276.90;323.05;369.20;;;;;;;;;;;;;
ABB;2CDS251001R0504;ABB - Interruptor min din 50A 1P Serie S200;;;;;6.59;9.88;11.53;13.18;;;;;;;;;;;;;
ABB;1SDA066316R1;ABB - Bobina de apertura 110..127VAC 110..125VDC Serie XT1-XT4;;;;;16.08;24.12;28.14;32.16;;;;;;;;;;;;;
ABB;1SCA113652R1001;ABB - OTM 1250A motorizado 110VAC;;;;;2066.17;3099.26;3615.80;4132.34;;;;;;;;;;;;;
ABB;1SDA054873R1;ABB - Bobina de apertura 220..240VAC Serie T4..T6;;;;;43.32;64.98;75.81;86.64;;;;;;;;;;;;;
ABB;1SAM580000R1008;ABB - Guardamotor de 57..75A 3P Serie MS495;;;;;172.01;258.03;301.02;344.02;;;;;;;;;;;;;
ABB;1SDA054897R1;ABB - Mando a motor 220..250VAC/DC Serie T4..T6;;;;;344.66;516.99;603.16;689.32;;;;;;;;;;;;;
ABB;1SDA054396R1;ABB - Interruptor caja moldeada 630A 3P Serie T5N;;;;;539.04;808.56;943.32;1078.08;;;;;;;;;;;;;
ABB;1SAM250005R1005;ABB - Guardamotor de 0.63..1.0A 1NO/1NC Serie MS116-1.0;;;;;31.56;47.34;55.23;63.12;;;;;;;;;;;;;
ABB;1SAM250005R1007;ABB - Guardamotor de 1.6..2.5A 1NO/1NC Serie MS116-2.5;;;;;31.09;46.63;54.50;62.18;;;;;;;;;;;;;
ABB;1SAM250005R1009;ABB - Guardamotor de 4.0..6.3A 1NO/1NC Serie MS116-6.3;;;;;31.09;46.63;54.40;62.18;;;;;;;;;;;;;
ABB;1SAM250005R1010;ABB - Guardamotor de 6.3..10A 1NO/1NC Serie MS116-10;;;;;35.33;52.99;61.82;70.66;;;;;;;;;;;;;
ABB;1SAM250005R1011;ABB - Guardamotor de 10..16A 1NO/1NC Serie MS116-16;;;;;35.33;52.99;61.82;70.66;;;;;;;;;;;;;
ABB;1SAM250005R1013;ABB - Guardamotor de 16..20A 1NO/1NC Serie MS116-20;;;;;39.08;58.62;68.39;78.16;;;;;;;;;;;;;
ABB;1SDA062882R1;ABB - Interruptor caja moldeada 1250A 3P LS/I Serie T7S;;;;;1833.23;2749.84;3208.15;3666.46;;;;;;;;;;;;;
ABB;1SDA063552R1;ABB - Bobina de bajo voltaje 220..240VAC/DC Serie T7..T7M - UVR;;;;;81.22;121.83;142.13;162.44;;;;;;;;;;;;;
ABB;1SDA062116R1;ABB - Mando a motor 220..250VAC/DC Serie T7..X1;;;;;530.94;796.41;929.14;1061.88;;;;;;;;;;;;;
ABB;1SDA063231R1;ABB - Kit de terminales 2x240mm2 Serie T5 (6pcs);;;;;296.14;444.21;518.24;592.28;;;;;;;;;;;;;
ABB;1SDA055502R1;ABB - Interruptor caja moldeada 300A 3P Serie T5S;;;;;508.99;763.48;890.73;1017.98;;;;;;;;;;;;;
ABB;1SDA055026R1;ABB - Kit de terminales 2x120mm2 Serie T5 (6pcs);;;;;100.64;150.96;176.12;201.28;;;;;;;;;;;;;
ABB;1SDA055046R1;ABB - Kit de terminales frontales Serie T4;;;;;47.58;71.37;83.26;95.16;;;;;;;;;;;;;
ABB;1SDA055032R1;ABB - Kit de terminales 2x240mm2 Serie T5 (3pcs);;;;;0.00;;;0.00;;;;;;;;;;;;;
ABB;1SDA063548R1;ABB - Bobina de apertura 220..240VAC Serie T7..T7M;;;;;64.27;96.40;112.47;128.54;;;;;;;;;;;;;
ABB;1SDA063550R1;ABB - Bobina de cierre 220..240VAC/DC Serie T7M..X1;;;;;64.27;96.40;112.47;128.54;;;;;;;;;;;;;
ABB;2CSF204005R1250;ABB - Interruptor min din 25A 3P+N dif 30mA serie F204 AC;;;;;83.88;125.82;146.79;167.76;;;;;;;;;;;;;
ABB;1SBL136001R3001;ABB - Contactor 9A Bobina 24VDC 3NO/1NC Serie AF09Z-30;;;;;41.47;62.20;72.57;82.94;;;;;;;;;;;;;
ABB;1SBL176001R3001;ABB - Contactor 16A Bobina 24VDC 1NC Serie AF16Z-30;;;;;45.97;68.95;80.44;91.94;;;;;;;;;;;;;
ABB;2CSF204001R1400;ABB - Interruptor min din 4P 3P+N dif 30mA serie F204 AC;;;;;99.14;148.71;173.49;198.28;;;;;;;;;;;;;
ABB;1SBL367001R1400;ABB - Contactor 53A 440V 3NO-0NC Serie AF52-30;;;;;71.89;107.83;125.80;143.78;;;;;;;;;;;;;
ABB;1SAM550000R1008;ABB - Guardamotor de 57..75A 3P Serie MS497-75;;;;;0.00;;;0.00;;;;;;;;;;;;;
ABB;1SDA067186R1;ABB - Kit de terminales 1x120..240mm2 con cubre borne Serie XT3;;;;;87.44;131.16;153.02;174.88;;;;;;;;;;;;;
ABB;1SDA055027R1;ABB - Kit de terminales 2x120mm2 con cubre borne Serie T5 400;;;;;132.20;198.30;231.35;264.40;;;;;;;;;;;;;
ABB;1SBL231001R8400;ABB - Contactor 26A 440V Bobina 120V 3NO Serie AFC26-30;;;;;32.15;48.22;56.26;64.30;;;;;;;;;;;;;
ABB;1SBL271001R8400;ABB - Contactor 30A Bobina 110V Serie AFC30-30;;;;;47.94;71.91;83.89;95.88;;;;;;;;;;;;;
ABB;1SDA066821R1;ABB - Interruptor caja moldeada 112..160A 4P Serie XT1;;;;;98.68;148.02;172.69;197.36;;;;;;;;;;;;;
ABB;1SDA066325R1;ABB - Bobina de apertura 220..240VAC 220..250VDC Serie XT1...XT4;;;;;25.64;38.46;44.87;51.28;;;;;;;;;;;;;
ABB;1SDA068232R1;ABB - Interruptor caja moldeada 175..250A 4P Serie XT3S;;;;;254.81;382.21;445.91;509.62;;;;;;;;;;;;;
ABB;1SDA066431R1;ABB - Contacto auxiliar cableado 2CO 250VAC/DC Serie XT1...XT6;;;;;15.12;22.68;26.46;30.24;;;;;;;;;;;;;
ABB;1SDA068059R1;ABB - Interruptor caja moldeada 250A 3P Serie XT3N;;;;;155.74;233.61;272.54;311.48;;;;;;;;;;;;;
ABB;2CDS251001R0014;ABB - Interruptor min din 1A 1P serie S201-C1;;;;;6.50;9.75;11.37;13.00;;;;;;;;;;;;;
ABB;1SDA066322R1;ABB - Bobina de apertura 24-30V AC-DC Serie XT1...XT4;;;;;25.64;38.46;44.87;51.28;;;;;;;;;;;;;
ABB;1SCA022709R9500;ABB - OTM 200A 3P 480V Manual;;;;;238.92;358.38;418.11;477.84;;;;;;;;;;;;;
ABB;2CDS251001R0634;ABB - Interruptor min din 63A 1P Serie S201;;;;;6.59;9.88;11.53;13.18;;;;;;;;;;;;;
ABB;1SCA022873R1050;ABB - OTM 630A 110V 3P motorizado;;;;;1391.40;2087.10;2434.95;2782.80;;;;;;;;;;;;;
ABB;1SCA022845R8960;ABB - OTM 200A 3P 230V Motorizado;;;;;746.11;1119.16;1305.69;1492.22;;;;;;;;;;;;;
ABB;1SFN010820R1011;ABB - Contacto auxiliar 1NC/1NO Serie CAL19-11;;;;;14.40;21.60;25.20;28.80;;;;;;;;;;;;;
ABB;1SCA115286R1001;ABB - OTM 160A motorizado 230V;;;;;552.64;828.96;967.12;1105.28;;;;;;;;;;;;;
ABB;1SDA080084R1;ABB - Interruptor caja moldeada 250A 3P Serie XT4H;;;;;368.17;552.26;644.30;736.34;;;;;;;;;;;;;
ABB;1SCA022847R1630;ABB - OTM 400A motorizdo 230V 3P;;;;;966.70;1450.05;1691.72;1933.40;;;;;;;;;;;;;
ABB;1SFL427001R1411;ABB - Contactor 116A Bobina 250-500VAC 1NO-1NC Serie AF116-30;;;;;184.50;276.75;322.87;369.00;;;;;;;;;;;;;
ABB;2CDS271347R0557;ABB - Interruptor min din 40A 1P Serie SU201MR;;;;;27.14;40.71;47.49;54.28;;;;;;;;;;;;;
ABB;2CDS211001R0254;ABB - Interruptor min din 25A 1P serie SH201;;;;;3.39;5.08;5.93;6.78;;;;;;;;;;;;;
ABB;2CDS212001R0404;ABB - Interruptor min din 40A 2P serie SH202;;;;;8.47;12.70;14.82;16.94;;;;;;;;;;;;;
ABB;2CDS212001R0204;ABB - Interruptor min din 20A 2P serie SH202;;;;;9.60;14.40;16.80;19.20;;;;;;;;;;;;;
ABB;2CDS212001R0324;ABB - Interruptor min din 32A 2P serie SH202;;;;;7.73;11.59;13.52;15.46;;;;;;;;;;;;;
ABB;1SFL527002R1311;ABB - Contactor 205A 110V 3NO-1NC Serie AF205-30;;;;;315.95;473.92;552.91;631.90;;;;;;;;;;;;;
ABB;2CDS254001R0164;ABB - Interruptor min din 16A 4P Serie S204;;;;;21.43;32.14;37.50;42.86;;;;;;;;;;;;;
ABB;1SAZ721201R1051;ABB - Rele termico para contactores de 20..24A 690VAC serie TF42-24;;;;;45.00;67.50;78.75;90.00;;;;;;;;;;;;;
ABB;1SAZ811201R1006;ABB - Rele termico para contactores de 50..60A 690VAC serie TF65-60;;;;;73.20;109.80;128.10;146.40;;;;;;;;;;;;;
ABB;1SFL527002R1411;ABB - Contactor de 205A a 277VAC 1NO-1NC Serie AF205-30;;;;;400.83;601.24;701.45;801.66;;;;;;;;;;;;;
ABB;1SDA071061R1;ABB - Interruptor caja moldeada 2500A 3P Serie Emax 2 E2.2N;;;;;2544.98;3817.47;4453.72;5089.96;;;;;;;;;;;;;
ABB;1SDA073672R1;ABB - Bobina de apertura a 110-120VAC Serie XT7/ E1..2-E6...2;;;;;100.57;150.85;175.99;201.14;;;;;;;;;;;;;
ABB;1SDA073685R1;ABB - Bobina de cierre a 110-120VAC Serie XT7/E1..2-E6..2;;;;;100.57;150.85;175.99;201.14;;;;;;;;;;;;;
ABB;1SDA073698R1;ABB - Bobina de bajo voltaje a 110-120VAC Serie XT7/E1..2-E6..2;;;;;144.28;216.42;252.49;288.56;;;;;;;;;;;;;
ABB;1SDA073724R1;ABB - Gear motor a 100-130VAC/DC Serie E2.2-E6.2;;;;;450.37;675.55;788.14;900.74;;;;;;;;;;;;;
ABB;1SDA073756R1;ABB - Contactos auxiliar 6CO Serie E2.2-E6.2;;;;;129.38;194.07;226.42;258.76;;;;;;;;;;;;;
ABB;1SCA022872R5750;ABB - OTM 800A 3P 110V motorizado;;;;;1239.30;1858.95;2168.78;2478.60;;;;;;;;;;;;;
ABB;1SDA066943R1;ABB - Terminales traseros ajustables serie XT2 (6pcs);;;;;24.70;37.05;43.22;49.40;;;;;;;;;;;;;
ABB;1SDA067173R1;ABB - Kit de terminales de 1x120...240mm2 Serie XT2 6pcs +ADP;;;;;65.80;98.70;115.15;131.60;;;;;;;;;;;;;
ABB;1SDA073699R1;ABB - Rele de bajo voltaje 120-127V AC-DC Serie E1.2..E6.2-XT7-XT7M;;;;;159.18;238.77;278.56;318.36;;;;;;;;;;;;;
ABB;1SDA073674R1;ABB - Bobina de apertura 220..240VC/C Serie E1.2-E6.2;;;;;99.09;148.64;173.41;198.18;;;;;;;;;;;;;
ABB;1SDA073687R1;ABB - Bobina de cierre 220..240VAC/DC Serie E1.2-E6.2;;;;;99.09;148.64;173.41;198.18;;;;;;;;;;;;;
ABB;1SDA073700R1;ABB - Bobina de bajo voltaje 220..240VAC/DC Serie E1.2-E6.2;;;;;156.83;235.25;274.45;313.66;;;;;;;;;;;;;
ABB;1SDA073725R1;ABB - Motor 220..240VAC/DC Serie E1.2-E6.2;;;;;443.72;665.58;776.51;88744.00;;;;;;;;;;;;;
ABB;1SDA073764R1;ABB - Contacto auxiliar para Serie E2.2...E6.2;;;;;108.26;162.39;189.46;216.52;;;;;;;;;;;;;
ABB;1SAZ721201R1043;ABB - Termica para contactor 7.6..10 A Serie TF42-10;;;;;20.84;31.26;36.47;41.68;;;;;;;;;;;;;
ABB;1SCA113653R1001;ABB - OTM 1000A 3P 100V motorizado;;;;;1903.28;2854.92;3330.74;3806.56;;;;;;;;;;;;;
ABB;9T58K2808;ABB - Transformador de control 300VA Pri:240/480V Sec:120/240V;;;;;0.00;0.00;0.00;0.00;;;;;;;;;;;;;
ABB;1SFL577001R7011;ABB - Contactor 400A a 110..250V serie AF400-30;;;;;678.63;1017.94;1187.60;1357.26;;;;;;;;;;;;;
ABB;1SDA077328R1;ABB - Interruptor caja moldeada de 2000A 3P Serie E2..2S;;;;;3139.78;4709.67;5494.62;6279.56;;;;;;;;;;;;;
ABB;1SDA066951R1;ABB - Kit de terminales traseros para Serie XT4;;;;;33.93;50.90;59.38;67.86;;;;;;;;;;;;;
ABB;1SDA072492R1;ABB - Interruptor caja moldeada 3200A 3P Serie E4.2N;;;;;4490.95;6736.43;7859.16;8981.90;;;;;;;;;;;;;
ABB;1SDA060409R1;ABB - Mando rotatorio para Serie T6;;;;;158.79;238.19;277.88;317.58;;;;;;;;;;;;;
ABB;1SDA075166R1;ABB - Interruptor caja moldeada 122.5...175A 3P Serie XT4;;;;;289.09;433.64;505.91;578.18;;;;;;;;;;;;;
ABB;1SVR550212R4100;ABB - Rele Temporizador estrella delta 1c/o, 0.3-30s, 380-415VAC;;;;;45.20;67.80;79.10;90.40;;;;;;;;;;;;;
ABB;1SDA073913R1;ABB - Parte fija extraible para interruptor de 3200 A 3P serie E4.2;;;;;591.87;887.80;1035.77;1183.74;;;;;;;;;;;;;
ABB;1SDA104760R1;ABB - Kit de terminales traseros Serie XT5 (3pcs);;;;;41.28;61.92;72.24;82.56;;;;;;;;;;;;;
ABB;1SDA072542R1;ABB - Interruptor caja moldeada 4000A 3P Serie E4.2N;;;;;5688.95;8533.43;9955.66;11377.90;;;;;;;;;;;;;
ABB;1SDA104748R1;ABB - Kit de terminales frontales 2x95..240mm Serie XT5 3pcs;;;;;44.72;67.08;78.26;89.44;;;;;;;;;;;;;
ABB;1SDA104843R1;ABB - Mando giratorio para Serie XT5;;;;;61.25;91.87;107.18;122.50;;;;;;;;;;;;;
ABB;1SDA067183R1;ABB - Kit de terminales 1x120...240mm2 XT3 3pcs + cubrebornes 1pc;;;;;38.35;57.52;67.11;76.70;;;;;;;;;;;;;
ABB;1SDA066799R1;ABB - Interruptor caja moldeada 11.2..16A 3P Serie XT1;;;;;35.11;52.67;61.44;70.22;;;;;;;;;;;;;
ABB;1SDA066800R1;ABB - Interruptor caja moldeada 14..20A 3P Serie XT1;;;;;35.11;52.67;61.44;70.22;;;;;;;;;;;;;
ABB;1SDA066805R1;ABB - Interruptor caja moldeada 44..63A 3P Serie XT1B;;;;;35.11;52.67;61.44;70.22;;;;;;;;;;;;;
ABB;1SDA066801R1;ABB - Interruptor caja moldeada 17.5...25A 3P Serie XT1;;;;;35.11;52.67;61.44;70.22;;;;;;;;;;;;;
ABB;1SAM250000R1015;ABB - Guardamotor 25...32A 3P Serie MS116-32;;;;;46.54;69.81;81.45;93.08;;;;;;;;;;;;;
ABB;1SDA100353R1;ABB - Interruptor caja moldeada 400A 3P LS/I Serie XT5N;;;;;347.10;520.65;607.42;694.20;;;;;;;;;;;;;
ABB;1SDA066945R1;ABB - Kit de terminales traseros ajustables Serie XT3;;;;;16.25;24.37;28.43;32.50;;;;;;;;;;;;;
ABB;1SDA067159R1;ABB - Kit de terminales 1x120..240mm2 Serie XT1;;;;;38.35;57.52;67.11;76.70;;;;;;;;;;;;;
ABB;2TLA010050R0000;ABB - Rele de seguridad Sentry SSR10;;;;;342.61;513.91;599.56;685.22;;;;;;;;;;;;;
ABB;1SDA066937R1;ABB - Kit de terminales traseros ajustables Serie XT1;;;;;10.92;16.38;19.11;21.84;;;;;;;;;;;;;
ABB;1SDA066808R1;ABB - Interruptor caja moldeada 87.5..125A 3P Serie XT1;;;;;52.55;78.82;91.96;105.10;;;;;;;;;;;;;
ABB;2CDS252001R0804;ABB - Interruptor min din 80A 2P serie S202-C;;;;;44.59;66.88;78.03;89.18;;;;;;;;;;;;;
ABB;1SDA073915R1;ABB - Parte fija extraible para disyuntor;;;;;1027.19;1540.78;1797.58;2054.38;;;;;;;;;;;;;
ABB;1SDA100355R1;ABB - Interruptor caja moldeada 630A 3P LS/I Serie XT5N;;;;;502.19;753.28;878.83;1004.38;;;;;;;;;;;;;
ABB;1SDA100860R1;ABB - Interruptor caja moldeada 1250A 3P LSIG Serie XT7S;;;;;4558.10;6837.15;7976.67;9116.20;;;;;;;;;;;;;
ABB;1SDA062866R1;ABB - Interruptor caja moldeada 1250A 3P LS/I Serie T7S;;;;;1675.02;2512.53;2931.28;3350.04;;;;;;;;;;;;;
ABB;1SDA068210R1;ABB - Interruptor caja moldeada 250A 3P serie XT3D;;;;;125.60;188.40;219.80;251.20;;;;;;;;;;;;;
ABB;1SDA100344R1;ABB - Interruptor caja moldeada 400A 3P serie XT5N;;;;;334.44;501.66;602.77;668.88;;;;;;;;;;;;;
ABB;1SDA100345R1;ABB - Interruptor caja moldeada 280..400A 3P serie XT5N;;;;;339.45;509.75;594.03;678.90;;;;;;;;;;;;;
ABB;1SDA101366R1;ABB - Interruptor caja moldeada 800A 3P LS/I serie XT7S;;;;;1147.66;1721.49;2008.40;2295.32;;;;;;;;;;;;;
ABB;1SDA075869R1;ABB - Kit de terminales frontales Serie XT1/UL;;;;;3.37;5.05;5.89;6.74;;;;;;;;;;;;;
ABB;1SDA074646R1;ABB - Interruptor caja moldeada 100A 3P UL Serie XT1N;;;;;87.08;130.62;152.39;174.16;;;;;;;;;;;;;
ABB;1SDA100719R1;ABB - Interruptor caja moldeada 800A 3P Serie XT6N;;;;;1005.97;1508.95;1760.44;2011.94;;;;;;;;;;;;;
ABB;1SDA104762R1;ABB - Kit de terminales traseros Serie XT6;;;;;69.32;103.98;121.31;138.64;;;;;;;;;;;;;
ABB;1SDA104750R1;ABB - Kit de terminales 2x120mm2 Serie XT6;;;;;70.32;105.48;123.06;140.64;;;;;;;;;;;;;
ABB;1SDA067187R1;ABB - Kit de terminales 2x35..120mm2 Serie XT3;;;;;37.39;56.08;65.43;74.78;;;;;;;;;;;;;
ABB;1SDA067453R1;ABB - Interruptor caja moldeada 87.5...125A 3P Serie XT1H;;;;;181.56;272.34;317.73;363.12;;;;;;;;;;;;;
ABB;1SDA066802R1;ABB - Interruptor caja moldeada 22..32A 3P Serie XT1B 160;;;;;35.11;52.66;61.44;70.22;;;;;;;;;;;;;
ABB;1SDA072493R1;ABB - Interruptor caja moldeada 3200A 3P LSIG Serie E4.2N;;;;;4739.43;7109.14;8294.00;9478.86;;;;;;;;;;;;;
ABB;1SDA102444R1;ABB - Interruptor caja moldeada 400A 3P UL Serie XT5N;;;;;339.45;509.17;594.03;678.90;;;;;;;;;;;;;
ABB;1SDA074699R1;ABB - Interruptor caja moldeada 40A 3P Serie XT1H;;;;;119.59;179.38;209.28;239.18;;;;;;;;;;;;;
ABB;1SDA066423R1;ABB - Contacto auxiliar 1CO 24VDC Serie XT1..XT4;;;;;9.50;14.25;16.62;19.00;;;;;;;;;;;;;
ABB;1SDA104786R1;ABB - Contacto auxiliar cableado 1CO 24VDC Serie XT5;;;;;18.83;28.24;32.95;37.66;;;;;;;;;;;;;
ABB;1SDA100836R1;ABB - Interruptor caja moldeada 1250A 3P LSIG Serie XT7S;;;;;2356.44;4123.77;3534.66;4712.88;;;;;;;;;;;;;
ABB;1SDA067433R1;ABB - Interruptor caja moldeada 80A 3P Serie XT1S;;;;;99.90;149.85;174.82;199.80;;;;;;;;;;;;;
ABB;1SDA073881R1;ABB - Cable interlock A - HR E1.2..E6.2 Serie XT7/M;;;;;30.68;46.02;53.69;61.36;;;;;;;;;;;;;
ABB;1SDA073890R1;ABB - Kit palanca para interlock E4.2;;;;;55.50;83.25;97.12;111.00;;;;;;;;;;;;;
ABB;1SDA073895R1;ABB - Soporte Mecanico para interlock ABD E2.2...E6.2;;;;;63.44;95.16;111.02;126.88;;;;;;;;;;;;;
ABB;2CDS251103R0164;ABB - Interruptor min din 16A 1P+N serie S201-C16NA;;;;;16.28;24.42;28.49;32.56;;;;;;;;;;;;;
ABB;1SDA066459R1;ABB - Motor Operador 110..125V AC/DC serie XT1-XT3;;;;;132.90;199.35;232.57;289.80;;;;;;;;;;;;;
ABB;1SDA066637R1;ABB - Chasis para enclavamiento mecanico Serie XT1...XT4;;;;;84.87;127.30;148.52;169.74;;;;;;;;;;;;;
ABB;1SDA066643R1;ABB - Placa para enclavamiento mecanico para interruptor fijo Serie XT3;;;;;19.46;29.19;34.05;38.92;;;;;;;;;;;;;
ABB;1SDA066898R1;ABB - Kit de terminales frontales extendidos Serie XT3;;;;;20.65;30.97;36.13;41.30;;;;;;;;;;;;;
ABB;1SCA113654R1001;ABB - OTM 1600A motorizado 110VAC;;;;;2514.46;3771.69;4400.30;5028.92;;;;;;;;;;;;;
ABB;1SDA102525R1;ABB - Interruptor caja moldeada 400A 3P Serie XT5H;;;;;407.54;611.31;1069.79;815.08;;;;;;;;;;;;;
ABB;1SDA075165R1;ABB - Interruptor caja moldeada 150A 3P Serie XT4N;;;;;266.99;400.48;467.23;533.98;;;;;;;;;;;;;
ABB;1SDA073990R1;ABB - Kit de terminales traseros horizontales/verticales Serie XT7-XT7M;;;;;94.03;141.04;164.55;188.06;;;;;;;;;;;;;
ABB;1SAM250000R1012;ABB - Guardamotor de 8..12A serie MS116-12;;;;;28.08;42.12;49.14;56.16;;;;;;;;;;;;;
ABB;1SDA104921R1;ABB - Motor 100..130VAC/DC Serie M XT7M;;;;;453.80;680.70;794.15;907.60;;;;;;;;;;;;;
ABB;1SDA073750R1;ABB - Contacto auxiliar 4CO 400V Serie E1.2-XT7-XT7M;;;;;82.43;123.64;144.25;164.86;;;;;;;;;;;;;
ABB;1SDA104863R1;ABB - Mando giratorio para Serie XT7;;;;;147.52;221.28;258.16;295.04;;;;;;;;;;;;;
ABB;1SDA073894R1;ABB - Soporte Mecanico para interlock Serie A E1.2-XT7/M;;;;;92.33;138.49;161.57;184.66;;;;;;;;;;;;;
ABB;1SDA067436R1;ABB - Interruptor caja moldeada 112...160A 3P Serie XT1S;;;;;141.85;212.77;248.23;283.70;;;;;;;;;;;;;
ABB;1SDA066941R1;ABB - Kit de terminales traseros Serie XT2;;;;;12.34;18.51;21.59;24.68;;;;;;;;;;;;;
ABB;1SDA102847R1;ABB - Interruptor caja moldeada 800A 3P Serie XT6S LS/I;;;;;1049.67;1574.50;1836.92;2099.34;;;;;;;;;;;;;
ABB;1SDA104787R1;ABB - Contacto auxiliar cableado 2CO 250V Serie XT5;;;;;17.38;26.07;30.41;34.76;;;;;;;;;;;;;
ABB;1SDA066874R1;ABB - Kit de terminales delanteros extendidos Serie XT3;;;;;13.35;20.02;23.36;26.70;;;;;;;;;;;;;
ABB;1SDA066411R1;ABB - Conector de enchufe-conmutador de 9 pines XT1..XT5;;;;;6.03;9.04;10.55;12.06;;;;;;;;;;;;;
ABB;1SDA102523R1;ABB - Interruptor caja moldeada 400A 3P Serie XT5H UL;;;;;407.54;611.31;713.19;815.08;;;;;;;;;;;;;
ABB;1SDA075617R1;ABB - Interruptor caja moldeada 225A 4P Serie XT3N-D UL;;;;;152.64;228.96;267.12;305.28;;;;;;;;;;;;;
